benchmark_id,strategy,query,difficulty,retrieval_challenge,precision_at_k,recall_at_k,hit,reciprocal_rank,map_at_k,r_precision,ndcg_at_k,latency_ms,predicted_intent,expected_intent,intent_correct,predicted_category,expected_category,category_correct,relevant_note_ids,retrieved_note_ids,error
22,hybrid,Things I need to tell Sid,easy,,0.8,1.0,True,1.0,1.0,1.0,1.0,134.9,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","54,57,56,55,423,247,442,755,855,955,1055,203,230,382,268,682,782,882,982,1082",
23,hybrid,Next meeting with the design team,medium,,0.2,0.5,True,0.25,0.125,0.0,0.2641,130.66,event,meeting,False,,Meetings,,"106,107","57,88,568,106,448,360,56,107,382,626,95,528,141,175,70,330,442,755,855,955",
24,hybrid,Project deadline for the alpha release,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,389.52,todo,project,False,Tasks,Projects,False,"89,91","233,498,190,252,257,264,270,289,309,317,480,497,591,616,644,696,715,719,796,815",
25,hybrid,Remind me to call mom,easy,,0.2,0.5,True,0.3333,0.1667,0.0,0.3066,154.54,communication,todo,False,,To Do,,"78,79","382,475,79,312,56,78,77,54,290,212,182,550,700,800,900,1000,1100,322,55,317",
26,hybrid,What is the theory of relativity?,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,129.28,question,question,True,,Questions,,"103,104,105","489,290,565,225,116,424,306,102,287,613,298,726,826,926,1026,130,608,175,179,260",
27,hybrid,Ideas for my new blog post,medium,,0.2,0.25,True,0.2,0.05,0.0,0.151,133.86,idea,idea,True,,Ideas,,"85,86,87,88","255,555,582,554,86,413,85,525,375,735,835,935,1035,453,337,208,442,755,855,955",
28,hybrid,How to set up a kubernetes cluster,hard,,0.2,1.0,True,1.0,1.0,1.0,1.0,138.18,question,study,False,,Study Tasks,,62,"62,118,712,812,912,1012,410,383,91,352,192,439,95,609,392,566,710,810,910,1010",
29,hybrid,Things to discuss with Sid at the next meeting,easy,,0.6,0.75,True,1.0,0.75,0.75,0.8319,139.43,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57","57,54,56,423,247,55,203,442,755,855,955,1055,230,448,263,185,175,107,81,382",
30,hybrid,Study materials for machine learning,medium,,0.0,0.0,False,0.125,0.0,0.0,0.0,126.05,study,study,True,,Study Tasks,,"64,65,66,67","309,528,439,619,357,60,360,66,343,592,178,74,547,266,751,851,951,1051,196,529",
31,hybrid,Meeting notes from Q3 planning,easy,,0.4,1.0,True,0.5,0.45,0.5,0.6241,133.96,event,meeting,False,,Meetings,,"106,107","203,106,87,290,107,372,448,175,438,56,371,423,212,479,444,539,141,60,617,216",
32,hybrid,What are the project requirements for KnowledgeVault?,medium,,0.4,0.25,True,1.0,0.1875,0.375,0.4852,136.96,question,reference,False,,Reference Notes,,"89,90,91,92,93,94,95,96","95,638,125,90,262,89,57,247,555,96,97,88,413,428,728,828,928,1028,337,107",
33,hybrid,Reminders for next week,medium,,0.2,0.2,True,1.0,0.2,0.2,0.3392,142.07,reminder,todo,False,Reminders,To Do,False,"76,77,78,79,80","79,56,423,312,475,77,198,382,631,107,392,216,442,755,855,955,1055,57,528,557",
34,hybrid,Questions to ask during the interview,easy,,0.4,1.0,True,0.5,0.5,0.5,0.6509,139.81,communication,question,False,,Questions,,"70,99","352,70,154,99,360,468,294,199,540,459,593,344,609,507,413,205,54,126,398,470",
35,hybrid,Brainstorming app names,easy,,0.2,0.25,True,1.0,0.25,0.25,0.3904,159.89,idea,idea,True,Ideas - AI,Ideas,True,"85,86,87,88","85,97,330,117,568,617,448,155,525,87,266,751,851,951,1051,459,382,175,166,685",
36,hybrid,Redis and PostgreSQL reference notes,hard,,0.4,0.6667,True,1.0,0.6667,0.6667,0.7654,144.73,reference,reference,True,Reference - PostgreSQL,Reference Notes,True,"73,74,58","73,74,269,724,824,924,1024,421,746,846,946,1046,92,643,673,773,873,973,1073,61",
37,hybrid,Message to send to Siddhant about backend,medium,,0.6,1.0,True,1.0,0.7556,0.6667,0.8855,135.08,communication,communication,True,,Things to Tell Sid,,"56,57,54","56,423,54,55,57,106,392,372,129,91,132,658,758,858,958,1058,247,61,337,96",
38,hybrid,Study schedule for finals,easy,,0.0,0.0,False,0.0,0.0,0.0,0.0,130.52,study,study,True,,Study Tasks,,"58,59,60,61","198,617,434,601,448,521,107,343,224,524,380,680,780,880,980,1080,317,344,495,620",
39,hybrid,Sprint planning meeting summary,easy,,0.2,0.5,True,1.0,0.5,0.5,0.6131,140.95,event,meeting,False,,Meetings,,"107,106","107,294,466,498,263,203,216,448,567,704,804,904,1004,1104,423,56,438,352,468,538",
40,hybrid,Timeline for the beta launch,medium,,0.0,0.0,False,0.0,0.0,0.0,0.0,207.18,todo,todo,True,Tasks,To Do,True,"89,91","155,190,252,257,264,270,289,309,480,497,591,616,644,696,715,719,796,815,819,896",
41,hybrid,Don't forget to buy milk,easy,,0.2,1.0,True,1.0,1.0,1.0,1.0,188.08,todo,todo,True,Shopping,To Do,True,76,"76,322,475,84,286,78,83,79,134,202,309,343,496,584,586,77,281,82,190,109",
42,hybrid,How does Redis eviction work?,easy,,0.4,0.6667,True,1.0,0.6667,0.6667,0.7654,139.39,question,question,True,,Questions,,"103,73,61","103,73,643,673,773,873,973,1073,433,705,805,905,1005,1105,92,269,724,824,924,1024",
43,hybrid,Ideas for improving KnowledgeVault,medium,,0.6,0.6,True,1.0,0.4533,0.6,0.6399,144.73,idea,idea,True,,Ideas,,"86,87,88,89,90","90,125,89,638,88,428,728,828,928,1028,555,95,57,97,96,262,247,337,444,107",
44,hybrid,Docker commands cheat sheet,easy,,0.4,1.0,True,1.0,1.0,1.0,1.0,151.08,reference,reference,True,Reference - Docker,Reference Notes,True,"72,75","72,75,355,688,788,888,988,1088,192,105,295,138,491,722,822,922,1022,383,91,445",
45,hybrid,Tell Sid about the hackathon,easy,,0.4,1.0,True,1.0,0.8333,0.5,0.9197,144.56,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"55,54","55,57,54,423,448,56,542,324,463,319,247,535,442,755,855,955,1055,449,553,436",
46,hybrid,System design interview study,medium,,0.4,0.5,True,1.0,0.5,0.5,0.6367,138.54,study,study,True,Study - System Design,Study Tasks,True,"70,99,59,60","70,99,360,309,106,392,540,352,102,88,199,344,59,442,755,855,955,1055,169,126",
47,hybrid,Weekly sync notes,easy,,0.0,0.0,False,0.125,0.0,0.0,0.0,130.4,reference,meeting,False,,Meetings,,"106,107","620,372,87,203,631,393,444,107,216,198,565,82,202,495,582,604,331,224,375,735",
48,hybrid,Budget and monthly expenses,medium,,0.2,0.5,True,1.0,0.5,0.5,0.6131,141.03,general,todo,False,General,To Do,False,"82,77","82,216,535,281,606,490,393,341,635,538,601,331,77,403,162,115,573,564,407,210",
49,hybrid,Health checkup and appointments,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,153.1,reminder,todo,False,Appointments,To Do,True,"78,79,80","79,601,559,109,475,575,198,231,82,111,355,688,788,888,988,1088,609,620,542,78",
50,hybrid,What are PostgreSQL index types?,easy,,0.2,0.3333,True,1.0,0.3333,0.3333,0.4693,155.23,question,question,True,,Questions,,"104,74,58","104,417,731,831,931,1031,58,74,280,66,567,704,804,904,1004,1104,139,686,786,886",
108_tp_62f888,hybrid,What are useful Python tips and tricks I've learned?,easy,semantic,0.2,0.125,True,0.5,0.0625,0.125,0.214,158.39,question,study,False,Questions - Python,Study - Python,False,"108,174,177,206,232,239,272,283","318,206,633,357,464,745,845,945,1045,451,266,751,851,951,1051,69,272,327,388,163",
108_tp_89ce75,hybrid,Show my Python programming notes,easy,lexical,0.0,0.0,False,0.0769,0.0,0.0,0.0,130.7,reference,study,False,,Study - Python,,"108,174,177,206,232,239,272,283","87,583,699,799,899,999,1099,258,709,809,909,1009,283,662,762,862,962,1062,110,633",
170_tp_39fb15,hybrid,How does Python async programming work?,medium,semantic,0.2,0.1,True,1.0,0.1,0.4,0.3392,142.83,question,study,False,Questions - Python,Study - Python,False,"170,283,304,359,364,372,471,661,662,663","304,734,834,934,1034,359,283,662,762,862,962,1062,633,170,471,663,763,863,963,1063",
130_tp_e144a1,hybrid,What git commands and workflows have I noted?,easy,semantic,0.2,0.1,True,0.5,0.05,0.1,0.214,156.4,question,reference,False,,Reference - Git,,"130,135,144,169,229,272,317,328,366,395","612,328,501,614,522,193,679,779,879,979,1079,497,719,819,919,1019,169,646,366,395",
130_tp_832398,hybrid,Git tips and tricks,easy,lexical,0.0,0.0,False,0.1429,0.0,0.1,0.0,156.0,general,reference,False,General,Reference - Git,False,"130,135,144,169,229,272,317,328,366,395","646,497,719,819,919,1019,328,522,192,614,501,366,612,330,270,395,272,400,104,140",
65_tp_3e802c,hybrid,What do I know about RAG systems?,medium,semantic,0.2,0.1,True,0.2,0.02,0.1,0.1312,133.12,question,study,False,,Study - AI,,"65,114,186,197,219,222,267,296,310,376","386,436,470,565,197,446,730,830,930,1030,595,485,600,310,625,510,492,222,70,74",
65_tp_034576,hybrid,Retrieval augmented generation notes,easy,lexical,0.4,0.2,True,1.0,0.2,0.2,0.5531,132.15,reference,study,False,,Study - AI,,"65,114,186,197,219,222,267,296,310,376","65,186,398,184,289,86,487,523,486,702,802,902,1002,1102,87,492,623,386,531,683",
168_tp_f44ea2,hybrid,Notes about embeddings and vector search,medium,semantic,0.2,0.1,True,0.3333,0.0333,0.2,0.1696,138.7,reference,study,False,,Study - AI,,"168,183,228,289,298,323,376,486,487,523","196,333,298,726,826,926,1026,228,531,683,783,883,983,1083,66,648,64,492,289,323",
60_tp_438fb0,hybrid,Large language model notes and findings,medium,semantic,0.2,0.1,True,1.0,0.1,0.1,0.3392,148.82,reference,study,False,,Study - AI,,"60,119,122,136,143,186,251,268,313,329","186,404,708,808,908,1008,1108,487,221,349,87,405,533,721,821,921,1021,289,558,613",
67_tp_248b82,hybrid,Notes about reranking in search systems,hard,semantic,0.6,0.3,True,1.0,0.3,0.3,0.7227,136.99,reference,study,False,,Study - AI,,"67,119,123,176,386,648,676,776,876,976","67,176,119,305,58,333,213,729,829,929,1029,252,696,796,896,996,1096,619,649,265",
90_tp_bed875,hybrid,RAG and retrieval evaluation metrics,hard,multi_hop,0.6,0.4286,True,0.5,0.2738,0.4286,0.5296,152.56,general,study,False,General,Study - AI,False,"90,119,310,402,485,487,595","386,485,310,595,186,470,492,213,729,829,929,1029,487,523,402,625,446,730,830,930",
90_tp_c1f487,hybrid,How do I measure retrieval quality?,hard,semantic,0.6,0.375,True,1.0,0.3021,0.375,0.6548,150.65,question,study,False,,Study - AI,,"90,119,210,310,402,485,487,595","310,86,485,402,213,729,829,929,1029,186,533,721,821,921,1021,184,623,142,65,595",
130_tp_d166fd,hybrid,Prompting techniques and tips,medium,semantic,0.4,0.2,True,1.0,0.2,0.2,0.5531,145.57,general,study,False,General,Study - AI,False,"130,191,264,268,406,436,446,456,467,493","406,264,507,459,199,468,632,294,236,352,330,154,270,263,382,540,184,163,288,70",
103_tp_bee00a,hybrid,Caching strategies and implementations,medium,semantic,0.0,0.0,False,0.1667,0.0,0.3,0.0,161.84,general,study,False,General,Study - System Design,False,"103,124,146,237,269,275,284,295,318,336","61,93,644,602,467,318,520,146,237,530,738,838,938,1038,124,579,736,836,936,1036",
71_tp_b1348d,hybrid,Message queue and event streaming notes,medium,semantic,0.0,0.0,False,0.0556,0.0,0.0,0.0,132.38,communication,study,False,,Study - System Design,,"71,102,144,174,200,218,238,269,297,304","450,671,771,871,971,1071,372,392,203,371,246,684,784,884,984,1084,87,238,744,844",
70_tp_c5e045,hybrid,System design interview prep notes,medium,semantic,0.6,0.3,True,1.0,0.275,0.3,0.6992,125.55,reference,study,False,,Study - System Design,,"70,145,255,267,305,309,334,344,346,360","360,70,106,309,99,392,352,540,442,755,855,955,1055,294,459,419,372,199,102,344",
58_tp_257a95,hybrid,PostgreSQL database notes,medium,lexical,0.4,0.2,True,1.0,0.2,0.3,0.5531,138.19,reference,study,False,Reference - PostgreSQL,Study - PostgreSQL,False,"58,66,74,104,139,144,168,175,215,267","74,144,417,731,831,931,1031,58,425,567,704,804,904,1004,1104,367,628,732,832,932",
61_tp_89afdd,hybrid,Redis usage and patterns,easy,lexical,0.4,0.2,True,1.0,0.2,0.3,0.5531,151.5,general,study,False,General,Study - Redis,False,"61,73,92,103,124,146,157,174,237,246","73,92,269,724,824,924,1024,61,643,673,773,873,973,1073,421,746,846,946,1046,346",
72_tp_c8e7e1,hybrid,Docker and containerization notes,easy,lexical,0.8,0.4,True,1.0,0.4,0.5,0.8688,133.21,reference,study,False,Reference - Docker,Study - Docker,False,"72,75,91,105,118,138,188,192,242,295","72,105,192,75,491,722,822,922,1022,295,138,118,712,812,912,1012,383,188,242,62",
72_tp_808bd0,hybrid,What Docker tips have I collected?,easy,semantic,1.0,0.5,True,1.0,0.5,0.6,1.0,131.04,question,reference,False,,Reference - Docker,,"72,75,91,105,118,138,188,192,242,295","72,192,295,105,75,188,355,688,788,888,988,1088,491,722,822,922,1022,383,138,442",
68_tp_d59df1,hybrid,FastAPI development notes,medium,lexical,0.4,0.2,True,1.0,0.2,0.2,0.5531,129.28,reference,study,False,,Study - FastAPI,,"68,132,145,165,167,266,272,313,350,365","68,165,725,825,925,1025,471,663,763,863,963,1063,266,751,851,951,1051,570,106,132",
57_tp_c30342,hybrid,KnowledgeVault project notes,easy,lexical,0.8,0.4,True,0.5,0.2717,0.6,0.6608,137.44,reference,reference,True,Reference - Shared,Reference - KnowledgeVault,True,"57,88,89,90,91,94,95,96,97,107","125,95,96,89,90,262,444,57,88,555,638,247,97,251,107,337,428,728,828,928",
57_tp_5bc303,hybrid,What decisions have I made for the KnowledgeVault project?,medium,multi_hop,0.2,0.1429,True,0.5,0.0714,0.1429,0.214,140.94,question,reference,False,,Reference - KnowledgeVault,,"88,89,90,91,95,96,97","638,90,428,728,828,928,1028,95,57,88,555,125,413,89,262,247,251,97,628,732",
56_tp_7b886e,hybrid,What meetings have I had?,easy,semantic,0.2,0.1,True,0.5,0.05,0.1,0.214,130.27,event,event,True,,Meetings,,"56,106,107,149,170,233,251,283,304,359","371,107,263,559,442,755,855,955,1055,438,448,203,288,233,609,57,175,185,382,540",
233_tp_b305bf,hybrid,What are my pending tasks and deadlines?,easy,semantic,0.2,1.0,True,0.3333,0.3333,0.0,0.5,174.04,todo,todo,True,Tasks,Tasks,True,233,"498,453,233,647,235,268,289,554,586,682,782,882,982,1082,59,620,198,400,79,174",
78_tp_db66ee,hybrid,What health appointments do I have?,easy,semantic,0.2,0.1,True,1.0,0.1,0.2,0.3392,142.59,reminder,reminder,True,Appointments,Appointments,True,"78,79,109,157,201,210,212,226,231,355","79,601,559,575,198,475,78,173,609,288,231,76,224,109,200,620,82,317,322,157",
77_tp_c2ce55,hybrid,What payments and bills do I need to make?,easy,semantic,0.2,0.1,True,0.5,0.05,0.1,0.214,130.76,question,todo,False,,Bills,,"77,120,126,128,131,137,140,144,160,162","341,77,82,635,368,331,76,573,178,393,162,601,490,606,216,111,322,160,415,459",
76_tp_d5a3f9,hybrid,What is on my shopping list?,easy,lexical,0.4,1.0,True,0.5,0.45,0.5,0.6241,129.78,question,todo,False,,Shopping,,"76,322","393,322,606,115,76,475,605,216,202,82,358,602,267,229,690,790,890,990,1090,331",
55_tp_1c812c,hybrid,Show all my reminders,easy,semantic,0.2,0.1667,True,0.3333,0.0556,0.1667,0.1696,136.23,reminder,reminder,True,Reminders,Reminders,True,"55,152,212,312,542,557","382,56,312,290,442,755,855,955,1055,475,423,557,216,583,699,799,899,999,1099,348",
82_tp_feed7d,hybrid,My budget and expense tracking notes,easy,semantic,0.4,0.2,True,1.0,0.2,0.2,0.5531,133.65,reference,todo,False,,Finance,,"82,153,202,210,216,254,281,291,331,345","82,216,606,393,285,341,87,459,403,115,77,202,178,535,444,331,312,583,699,799",
81_tp_4afce2,hybrid,My travel plans and notes,easy,semantic,0.2,0.1,True,0.5,0.05,0.2,0.214,145.71,reference,todo,False,,Travel,,"81,115,126,128,130,171,175,176,178,186","290,81,212,393,444,77,190,627,115,87,82,216,225,322,106,203,583,699,799,899",
173_tp_d9566a,hybrid,Fitness and workout notes,easy,semantic,0.0,0.0,False,0.05,0.0,0.0,0.0,128.36,reference,todo,False,,Health,,"173,185,202,232,246,291,317,380,392,433","631,481,87,482,83,212,107,621,444,286,203,583,699,799,899,999,1099,110,240,380",
85_tp_6a3292,hybrid,My startup ideas and business notes,easy,semantic,0.2,0.1,True,1.0,0.1,0.2,0.3392,141.58,idea,idea,True,Ideas - AI,Ideas - Startups,True,"85,86,117,120,125,128,131,134,143,157","85,525,459,617,441,134,87,178,444,255,203,413,212,285,166,685,785,885,985,1085",
85_tp_aeedec,hybrid,What business ideas have I documented?,easy,semantic,0.2,0.1,True,0.3333,0.0333,0.2,0.1696,141.81,idea,idea,True,,Ideas,,"85,86,117,120,125,128,131,134,143,157","225,178,85,441,459,260,413,240,330,117,309,371,308,525,255,624,617,391,238,744",
54_tp_6e7d12,hybrid,Things I need to tell Sid,easy,lexical,0.8,0.4,True,1.0,0.4,0.5,0.8688,135.82,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57,117,187,203,220,225,247","54,57,56,55,423,247,442,755,855,955,1055,203,230,382,268,682,782,882,982,1082",
54_tp_68cb9e,hybrid,Things to discuss with Sid at the next meeting,easy,semantic,0.8,0.4,True,1.0,0.38,0.6,0.8539,132.96,communication,communication,True,Communication - Sid,Things to Tell Sid,True,"54,55,56,57,117,187,203,220,225,247","57,54,56,423,247,55,203,442,755,855,955,1055,230,448,263,185,175,107,81,382",
54_tp_a4d45e,hybrid,Message to send to Siddhant about backend,medium,lexical_gap,0.8,0.4,True,1.0,0.3217,0.4,0.786,141.86,communication,communication,True,,Things to Tell Sid,,"54,55,56,57,117,187,203,220,225,247","56,423,54,55,57,106,392,372,129,91,132,658,758,858,958,1058,247,61,337,96",
518_tp_583ff7,hybrid,Reciprocal Rank Fusion,medium,exact_phrase,1.0,1.0,True,1.0,1.0,1.0,1.0,144.39,general,study,False,General,Study - AI,False,"518,718,818,918,1018","518,718,818,918,1018,649,67,176,259,119,252,696,796,896,996,1096,590,305,321,707",
1024_tp_8759f9,hybrid,Redis vs Kafka — when to use each,hard,comparison,0.2,0.25,True,0.3333,0.0833,0.25,0.1952,137.87,question,study,False,,Study - System Design,,"1024,771,773,520","643,673,773,873,973,1073,450,671,771,871,971,1071,73,269,724,824,924,1024,92,301",
108_tp_d16fba,hybrid,Resources for learning backend development,medium,semantic,0.0,0.0,False,0.0,0.0,0.0,0.0,151.18,study,study,True,,Study - Backend,,"132,68,165,108,206,174,177,145","106,61,330,96,101,439,272,357,110,309,471,663,763,863,963,1063,452,155,360,95",
0_tp_6cd1aa,hybrid,Notes about Fortran programming,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,129.91,reference,general,False,,General,,,"465,547,619,471,663,763,863,963,1063,566,710,810,910,1010,327,562,296,439,283,662",
0_tp_b73b18,hybrid,My notes on ancient Roman history,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,134.52,reference,general,False,,General,,,"290,565,583,699,799,899,999,1099,360,87,442,755,855,955,1055,230,235,444,529,309",
0_tp_fe75c4,hybrid,Cooking recipes I've saved,hard,negative,0.0,0.0,False,0.0,0.0,0.0,0.0,145.56,general,general,True,General,General,True,,"322,475,71,281,286,76,438,212,416,444,458,582,270,105,382,290,472,496,75,240",
1028_tp_65ec5f,hybrid,KnowledgeVault RAG pipeline decisions and findings,hard,multi_hop,0.0,0.0,False,0.1429,0.0,0.0,0.0,167.93,general,reference,False,General,Reference - KnowledgeVault,False,"1030,1032,533","310,90,446,730,830,930,1030,638,96,428,728,828,928,1028,88,125,510,89,555,523",
1028_tp_2e0731,hybrid,What benchmark results have I recorded for KnowledgeVault retrieval?,hard,multi_hop,0.2,0.3333,True,0.3333,0.1111,0.3333,0.2346,140.13,question,reference,False,,Reference - KnowledgeVault,,"1032,523,402","310,90,402,213,729,829,929,1029,88,96,251,89,523,595,555,430,262,485,186,86",
77_tp_d33a9c,hybrid,What have I been working on this month?,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,136.71,question,general,False,,General,,149,"453,77,82,647,375,735,835,935,1035,248,79,631,601,498,442,755,855,955,1055,175",
77_tp_c2c25c,hybrid,Recent notes and activities,hard,temporal,0.0,0.0,False,0.0,0.0,0.0,0.0,126.79,reference,general,False,,General,,"149,286","87,444,565,290,203,372,453,442,755,855,955,1055,583,699,799,899,999,1099,249,393",
